triad,cell,seed,verdict,error_count,reason
s6_X6,S-08_demod_valid_dup,42,FAIL,54,result_fail
s6_X6,S-08_demod_valid_dup,1337,FAIL,54,result_fail
s6_X6,S-08_demod_valid_dup,9001,FAIL,54,result_fail
s6_X6,S-08_demod_valid_dup,271828,FAIL,54,result_fail
s6_X6,S-08_demod_valid_dup,314159,FAIL,54,result_fail
s6_X6,S-10_ch_drop_valid,42,FAIL,31,result_fail
s6_X6,S-10_ch_drop_valid,1337,FAIL,31,result_fail
s6_X6,S-10_ch_drop_valid,9001,FAIL,31,result_fail
s6_X6,S-10_ch_drop_valid,271828,FAIL,31,result_fail
s6_X6,S-10_ch_drop_valid,314159,FAIL,31,result_fail
s6_X6,S-12_ch_q_zero,42,FAIL,20,result_fail
s6_X6,S-12_ch_q_zero,1337,FAIL,20,result_fail
s6_X6,S-12_ch_q_zero,9001,FAIL,20,result_fail
s6_X6,S-12_ch_q_zero,271828,FAIL,20,result_fail
s6_X6,S-12_ch_q_zero,314159,FAIL,20,result_fail
